role_id,actor_id,movie_id
role_715256e0,nm0238541,tt0087332
role_87540419,nm0153366,tt0087332
role_d40a4d31,nm0137114,tt0087332
role_22d134e1,nm0745232,tt0087332
role_4605d9d5,nm0567582,tt0087332
role_06ab7764,nm0342339,tt0087332
role_7ef2c5c0,nm0005092,tt0087332
role_c2cc91f1,nm0291460,tt0087332
role_7a10bdde,nm0440487,tt0087332
role_ddff6acf,nm0727543,tt0087332
role_e917db8a,nm0559157,tt0087332
role_2a9c2705,nm0162748,tt0087332
role_cbfe7395,nm0773356,tt0087332
role_5e292a51,nm0001817,tt0087332
role_605631e0,nm0312564,tt0087332
role_00230093,nm0748133,tt0087332
role_0b87d695,nm0226759,tt0087332
role_a2823967,nm0831812,tt0087332
role_381ab5a5,nm0245441,tt0087332
role_557a9a0a,nm0440488,tt0087332
role_da9a64dc,nm0215565,tt0087332
role_6c7bc53f,nm0623751,tt0087332
role_72ba99f4,nm0608623,tt0087332
role_db72ec59,nm0943942,tt0087332
role_c3fe0b56,nm0562154,tt0087332
role_59049cba,nm0391218,tt0087332
role_dff44e1e,nm0580783,tt0087332
role_748a84a6,nm0541510,tt0087332
role_4e715c52,nm0418174,tt0087332
role_2d0729a0,nm0344043,tt0087332
role_d05b1abb,nm0377760,tt0087332
role_c783d553,nm0362171,tt0087332
role_26ae8599,nm0877555,tt0087332
role_96496a55,nm0446715,tt0087332
role_7f5932ae,nm0870602,tt0087332
role_9470a778,nm0083310,tt0087332
role_fea5eb51,nm0646992,tt0087332
role_c8622985,nm0380641,tt0087332
role_6f6bf95a,nm0031012,tt0087332
role_ee1b1e87,nm0051699,tt0087332
role_d27e699b,nm0082709,tt0087332
role_7480a21b,nm0116901,tt0087332
role_85a8a4da,nm0128480,tt0087332
role_875a1af6,nm0137365,tt0087332
role_374d7e4f,nm7009175,tt0087332
role_055ca302,nm7441740,tt0087332
role_1b418dd8,nm11263245,tt0087332
role_b601158b,nm0173904,tt0087332
role_7628f907,nm1202332,tt0087332
role_0c3a9daa,nm7378821,tt0087332
role_57095f2c,nm0207357,tt0087332
role_4ebba0f5,nm13270538,tt0087332
role_c8ce4317,nm0243010,tt0087332
role_d9666c03,nm0250252,tt0087332
role_61eeed74,nm2083268,tt0087332
role_b7ddc812,nm1018001,tt0087332
role_c71c2e68,nm0316933,tt0087332
role_f7924843,nm0318422,tt0087332
role_27864d18,nm0322681,tt0087332
role_3ffa7e97,nm0341499,tt0087332
role_3a2eb55a,nm0532531,tt0087332
role_9ffcb748,nm2355600,tt0087332
role_e8d535f5,nm0370757,tt0087332
role_5e04ae9c,nm15404643,tt0087332
role_688e5f02,nm0000465,tt0087332
role_27eb21d1,nm0455126,tt0087332
role_cd5f98e9,nm0457278,tt0087332
role_4f00f9fb,nm0503154,tt0087332
role_c63c8ee7,nm0555778,tt0087332
role_38f38187,nm0575817,tt0087332
role_48b7e445,nm0626256,tt0087332
role_f9bd97ad,nm0666564,tt0087332
role_cd95aa8b,nm0712843,tt0087332
role_2b013b0b,nm0718645,tt0087332
role_dca9e0fa,nm0729526,tt0087332
role_37ae19b0,nm0765776,tt0087332
role_95081e8d,nm11055689,tt0087332
role_57f58cf3,nm0865356,tt0087332
role_0e34e007,nm9834189,tt0087332
role_324d82e9,nm0888421,tt0087332
role_7624f156,nm0910476,tt0087332
role_6ec64d25,nm0920655,tt0087332
role_f9930f01,nm0933822,tt0087332
role_c2ad7e12,nm0000155,tt0112571
role_b3eee453,nm0000571,tt0112571
role_64bc176d,nm0000106,tt0112571
role_e8f9a9a8,nm0000190,tt0112571
role_367a2ecb,nm0001664,tt0112571
role_060bb920,nm0936198,tt0112571
role_8236b798,nm0319036,tt0112571
role_0f04a4ec,nm0100381,tt0112571
role_68f6fabd,nm0663820,tt0112571
role_aba706c6,nm0032628,tt0112571
role_ee7bf201,nm0003986,tt0112571
role_7ce971b7,nm0315342,tt0112571
role_72032974,nm0712736,tt0112571
role_e6634e7f,nm0758287,tt0112571
role_36b4aa65,nm0161980,tt0112571
role_1ec609b3,nm0913797,tt0112571
role_c69678c9,nm0781218,tt0112571
role_b14f0c73,nm0868226,tt0112571
role_7d2cc443,nm0015935,tt0112571
role_00367e02,nm0566911,tt0112571
role_5705cd1d,nm0832601,tt0112571
role_9cbd0f0f,nm0795821,tt0112571
role_34110056,nm0624684,tt0112571
role_4647596e,nm0621788,tt0112571
role_81090ae1,nm0958797,tt0112571
role_22e82b17,nm0458820,tt0112571
role_9cf4c7ff,nm0189315,tt0112571
role_a2a21329,nm0527316,tt0112571
role_3eb8642a,nm0925504,tt0112571
role_506043d3,nm0313739,tt0112571
role_1a585355,nm0446259,tt0112571
role_236f94aa,nm0176473,tt0112571
role_7162caab,nm0250183,tt0112571
role_91b42c06,nm0261021,tt0112571
role_abb32993,nm0478874,tt0112571
role_2a1aabc4,nm0542070,tt0112571
role_4e73afce,nm0795594,tt0112571
role_0805754c,nm0199093,tt0112571
role_b3997ada,nm0567609,tt0112571
role_ee04b493,nm0382025,tt0112571
role_794242e4,nm0243367,tt0112571
role_8c0879e1,nm0592373,tt0112571
role_29e4882d,nm0701518,tt0112571
role_ac39c689,nm0205664,tt0112571
role_2382a890,nm0781807,tt0112571
role_72a5217d,nm0479183,tt0112571
role_64991afc,nm0428980,tt0112571
role_bc14fb1a,nm0488644,tt0112571
role_2e1af989,nm0599338,tt0112571
role_15830ea5,nm0290405,tt0112571
role_25d6ef3e,nm0544245,tt0112571
role_86c57821,nm0647012,tt0112571
role_740e7150,nm0553466,tt0112571
role_df532d93,nm0019125,tt0112571
role_988d8ace,nm3970617,tt0112571
role_a8deb23a,nm0038458,tt0112571
role_639fb577,nm0181687,tt0112571
role_59c2856c,nm2263933,tt0112571
role_c12868c6,nm2506673,tt0112571
role_b00d2452,nm11958979,tt0112571
role_789179bd,nm0295474,tt0112571
role_9fa573b9,nm2933641,tt0112571
role_efa0579c,nm0420201,tt0112571
role_e1ecc03c,nm4223911,tt0112571
role_18f8d1e2,nm1548548,tt0112571
role_6103d246,nm0701373,tt0112571
role_a65fc5dd,nm2997617,tt0112571
role_6e98d135,nm1412974,tt14107334
role_0f35a4e3,nm5957029,tt14107334
role_a75966bc,nm6906418,tt14107334
role_b8786d3e,nm0953882,tt14107334
role_41a025d0,nm0870048,tt14107334
role_c1897fa1,nm3194762,tt14107334
role_5d77fd84,nm1438275,tt14107334
role_ca93ca64,nm3306943,tt14107334
role_bbeadedb,nm3681644,tt14107334
role_c5fbcd3d,nm1195855,tt14107334
role_bbcf80c1,nm0005003,tt14107334
role_db9dc90e,nm4004844,tt14107334
role_bbb59429,nm0736785,tt14107334
role_cec75c1d,nm11123883,tt14107334
role_c0089013,nm9582029,tt14107334
role_c96b7df4,nm10236433,tt14107334
role_3adcc056,nm0575223,tt14107334
role_67931552,nm0247020,tt14107334
role_dd74a826,nm12503618,tt14107334
role_2a5a5b33,nm10586053,tt14107334
role_3c21ab41,nm6525379,tt14107334
role_3b85cb1c,nm11958939,tt14107334
role_22a60c54,nm10865541,tt14107334
role_d748a117,nm0174909,tt14107334
role_904924f3,nm8720587,tt14107334
role_749446f3,nm10074317,tt14107334
role_ae6aa56d,nm5902084,tt14107334
role_088ec438,nm10392106,tt14107334
role_4024e45f,nm0000982,tt14107334
role_8d8f57e0,nm12089825,tt14107334
role_a019a809,nm0169267,tt14107334
role_2d70f691,nm0000529,tt14107334
role_7fed0337,nm6667199,tt14107334
role_fabffc53,nm4720651,tt14107334
role_7ed66cac,nm8634318,tt14107334
role_04183a99,nm0657794,tt14107334
role_b310b276,nm0231458,tt14107334
role_ec1a9e47,nm12359499,tt14107334
role_4e3bba48,nm0382954,tt14107334
role_76fcfacd,nm0011709,tt14107334
role_788b3e1c,nm14691640,tt14107334
role_413ada12,nm10260603,tt14107334
role_b5420868,nm0601425,tt14107334
role_f55a928f,nm7565682,tt14107334
role_86a56903,nm0588227,tt14107334
role_2534ed6f,nm0000513,tt14107334
role_7e5b61d9,nm6224672,tt14107334
role_188a3b71,nm2165432,tt14107334
role_71c56542,nm6007345,tt14107334
role_c9c43708,nm4571432,tt14107334
role_e9cb19f8,nm0356025,tt14107334
role_30779ac7,nm1921538,tt14107334
role_93d846ae,nm0565095,tt14107334
role_11f5b0e9,nm0588469,tt14107334
role_5aaa0551,nm0045209,tt14107334
role_df3c68a3,nm2986950,tt14107334
role_57333cd9,nm5746639,tt14107334
role_29e5a752,nm1583978,tt14107334
role_b67e8e81,nm15947160,tt14107334
role_e9cf1f37,nm0642101,tt14107334
role_1dfe43e7,nm5213912,tt14107334
role_3f955f87,nm5065265,tt14107334
role_bb0558ae,nm15780181,tt14107334
role_3add8734,nm0424819,tt14107334
role_d104bc33,nm6733182,tt14107334
role_2e1cd187,nm0373472,tt14107334
role_5a31f6e1,nm2614237,tt14107334
role_fb7ccd33,nm5827269,tt14107334
role_e340315a,nm0425270,tt14107334
role_cb3ff571,nm0148418,tt14107334
role_5b5742e5,nm0225549,tt14107334
role_f28fbddb,nm4454223,tt14107334
role_9d7d8558,nm11764443,tt14107334
role_81c41c22,nm0121611,tt14107334
role_eebb8137,nm10054866,tt14107334
role_b08f7a34,nm1752532,tt14107334
role_0456f8e6,nm5480831,tt14107334
role_8b096af9,nm9332058,tt14107334
role_734ff862,nm4562498,tt14107334
role_44bbfdb3,nm9634463,tt14107334
role_7a96e844,nm9535459,tt14107334
role_e578997e,nm10154309,tt14107334
role_13914752,nm10533370,tt14107334
role_a8f12962,nm10718506,tt14107334
role_124440a8,nm8868388,tt14107334
role_60865c78,nm7631949,tt14107334
role_545f039f,nm0235002,tt14107334
role_c2527a13,nm0270480,tt14107334
role_f1b3d8f5,nm12758201,tt14107334
role_4ffb122f,nm11105476,tt14107334
role_75b12bee,nm0634308,tt14107334
role_dbe5b7ff,nm2107981,tt14107334
role_b6b36684,nm15429609,tt14107334
role_af900531,nm13643875,tt14107334
role_f714d190,nm5497919,tt14107334
role_f4b173ff,nm0822582,tt14107334
role_a3c38fb2,nm9378323,tt14107334
role_157e0268,nm15884062,tt14107334
role_c675602a,nm15543485,tt14107334
role_30c5d768,nm0334048,tt0102800
role_3bf19c1c,nm0424509,tt0102800
role_62b68632,nm0467178,tt0102800
role_95daa011,nm0760203,tt0102800
role_ed08edc0,nm0436518,tt0102800
role_2f8f16e8,nm0556739,tt0102800
role_bc2a2675,nm0020162,tt0102800
role_8c41ca82,nm0001062,tt0102800
role_b43a7002,nm0754241,tt0102800
role_67f88931,nm0930787,tt0102800
role_830d1640,nm0005189,tt0102800
role_87ca2fa6,nm0330069,tt0102800
role_27bccbc3,nm0507814,tt0102800
role_3657a9cc,nm0396828,tt0102800
role_f70d333a,nm0143258,tt0102800
role_cd481152,nm0178731,tt0102800
role_a43ce78c,nm0923849,tt0102800
role_cfe92bb0,nm0750937,tt0102800
role_36e5b59b,nm0231001,tt0102800
role_ac8118c2,nm0945563,tt0102800
role_9238e81f,nm0899850,tt0102800
role_03c93524,nm0025020,tt0102800
role_8eb77208,nm0131537,tt0102800
role_c693d4b5,nm0723217,tt0102800
role_f3032388,nm0330312,tt0102800
role_636f731b,nm0330630,tt0102800
role_b464ef3b,nm0108244,tt0102800
role_efe24f21,nm0788302,tt0102800
role_b0b3b8d6,nm0760178,tt0102800
role_a69f4bad,nm0671284,tt0102800
role_1af79268,nm0570167,tt0102800
role_f34f59fd,nm0195560,tt0102800
role_71905bef,nm0362536,tt0102800
role_5c21b651,nm0579703,tt0102800
role_3f98761c,nm0894361,tt0102800
role_0db4f8f5,nm1100538,tt0102800
role_1c91a8ff,nm2642713,tt0102800
role_74322c2f,nm0149051,tt0102800
role_a118d45c,nm0162635,tt0102800
role_28fed837,nm0002340,tt0102800
role_ddfc7b57,nm0000655,tt0119717
role_0016693b,nm0001711,tt0119717
role_e3307386,nm0001177,tt0119717
role_35891a99,nm0415070,tt0119717
role_57fdd898,nm0001399,tt0119717
role_de58c8a2,nm0450116,tt0119717
role_277cc942,nm0499856,tt0119717
role_ffafa7b3,nm0000953,tt0119717
role_0f5ade25,nm1056012,tt0119717
role_d089d524,nm1055514,tt0119717
role_15f25e11,nm0815548,tt0119717
role_ab54d49c,nm0946738,tt0119717
role_a501047d,nm0062264,tt0119717
role_5c8b82ee,nm0145338,tt0119717
role_76263f58,nm0999134,tt0119717
role_599725d4,nm0956748,tt0119717
role_d90a5a68,nm1057201,tt0119717
role_6a08a738,nm0359834,tt0119717
role_f973727f,nm0589899,tt0119717
role_8c313e2f,nm1056864,tt0119717
role_57accbbb,nm0311774,tt0119717
role_27f8d5b7,nm0441767,tt0119717
role_41e6ab97,nm0086798,tt0119717
role_6b4169c3,nm0438323,tt0119717
role_d68be430,nm0062263,tt0119717
role_a8d7bc21,nm0962543,tt0119717
role_0dfeb764,nm0000876,tt0119717
role_e674c62d,nm0858776,tt0119717
role_fa527cb0,nm0000403,tt0119717
role_5e140620,nm1055383,tt0119717
role_4d7cc2af,nm0715358,tt0119717
role_8ed34cc1,nm2143912,tt0119717
role_9d3b7ad8,nm1369480,tt0119717
role_17ce89a7,nm0350453,tt2316411
role_f2ba9c40,nm0491259,tt2316411
role_9e6d830e,nm0300589,tt2316411
role_fe74e99f,nm0000618,tt2316411
role_10e9015b,nm0668702,tt2316411
role_e575dc06,nm0692874,tt2316411
role_24d143d1,nm0113983,tt2316411
role_5cbb27a5,nm2099067,tt2316411
role_84bb76b7,nm3974808,tt2316411
role_dec19dd9,nm11921029,tt2316411
role_98f2fb67,nm4446603,tt2316411
role_4ebf4e32,nm1072900,tt2316411
role_3873640b,nm1242679,tt2316411
role_f91d7d1b,nm0595576,tt2316411
role_2610b45a,nm0826936,tt2316411
role_adfd46f6,nm2085879,tt2316411
role_7fc0b1bb,nm0000552,tt0477051
role_5778ce48,nm0628601,tt0477051
role_971d819f,nm0187719,tt0477051
role_7ee3a41d,nm0694066,tt0477051
role_8b7a072e,nm0711529,tt0477051
role_2f142d4d,nm0000421,tt0477051
role_79803e16,nm0341176,tt0477051
role_7f16ae02,nm1139343,tt0477051
role_67f09d8a,nm0505801,tt0477051
role_474728b6,nm0751001,tt0477051
role_2112e690,nm0114390,tt0477051
role_84f3300c,nm0588563,tt0477051
role_efd47afe,nm0173485,tt0477051
role_ced92674,nm0005541,tt0477051
role_f3b560fd,nm0722224,tt0477051
role_2352686d,nm1367048,tt0477051
role_27c754ef,nm0717184,tt0477051
role_3915062c,nm2347201,tt0477051
role_374f0842,nm1982086,tt0477051
role_a48316dc,nm1102891,tt0477051
role_ef1a1ca3,nm1097364,tt0477051
role_a2ab04fe,nm2524338,tt0477051
role_7d05c970,nm2524347,tt0477051
role_1b612b27,nm12867544,tt0477051
role_636fe8c6,nm0732764,tt0477051
role_e3fd6be4,nm2376575,tt0477051
role_6c50811c,nm0304579,tt0477051
role_8a17c0ab,nm0064277,tt0477051
role_07ef6517,nm0309691,tt0477051
role_5cc19bf4,nm10056648,tt0477051
role_9f8b0b70,nm0730428,tt0477051
role_ea46fc8b,nm0614151,tt0477051
role_6520e30b,nm1190513,tt0477051
role_76fc5d0c,nm1675919,tt0477051
role_20341ad7,nm1703159,tt0477051
role_80e9ef52,nm0295214,tt0477051
role_82613f3d,nm1279663,tt0477051
role_98b69689,nm0737766,tt0477051
role_d8818cb6,nm0611127,tt0477051
role_f025c2b3,nm1285105,tt0477051
role_207d6c27,nm0000467,tt0477051
role_1b9c6df8,nm2524329,tt0477051
role_477678f8,nm2524343,tt0477051
role_ba952e21,nm2524335,tt0477051
role_4f3a2321,nm1717570,tt0477051
role_5a5e50cc,nm2524346,tt0477051
role_0ed999cf,nm1153012,tt0477051
role_9a12908a,nm2524349,tt0477051
role_6148d9ff,nm10423669,tt0477051
role_7489b349,nm2524332,tt0477051
role_b36495e1,nm1962872,tt0477051
role_22d064d8,nm2386514,tt0477051
role_8cfd6d7b,nm2524339,tt0477051
role_4bd40360,nm2524337,tt0477051
role_53a95f43,nm1824251,tt0477051
role_05263178,nm0584056,tt0477051
role_b40c0784,nm2524340,tt0477051
role_000eb76c,nm0068158,tt0477051
role_a516c17d,nm0170757,tt0477051
role_e2d30de1,nm1830031,tt0477051
role_991b98b9,nm0029669,tt0477051
role_a14bd695,nm10362717,tt0477051
role_502247c7,nm0828755,tt0477051
role_f979562a,nm0098224,tt0477051
role_852e4429,nm0697018,tt0477051
role_a6561584,nm0878582,tt0477051
role_77488bb8,nm0914027,tt0477051
role_929c4363,nm0914153,tt0477051
role_f07af81e,nm0922149,tt0477051
role_768a69e5,nm0940040,tt0477051
role_06ac20ac,nm0178592,tt0477051
role_3e0416cf,nm1633596,tt0477051
role_9406010c,nm0112976,tt0477051
role_e94bc91f,nm0431501,tt0477051
role_e042a2c1,nm0463507,tt0477051
role_da8c50dd,nm11102234,tt0477051
role_0a4f4d44,nm2109115,tt0477051
role_d2b1fff1,nm0413382,tt0477051
role_2c3edf91,nm0502054,tt0477051
role_ad3d8212,nm0154729,tt0477051
role_8a2aef91,nm0694181,tt0477051
role_32c33314,nm0681000,tt0477051
role_dcf0818a,nm2881908,tt0477051
role_6ec2f570,nm5178870,tt0477051
role_d570144b,nm12887600,tt0477051
role_3a7b7826,nm1379740,tt0477051
role_5c29cead,nm0413961,tt0477051
role_828a8557,nm1551511,tt0477051
role_e5987b3f,nm1872458,tt0477051
role_60ce0083,nm2271545,tt0477051
role_9bd99545,nm2638818,tt0477051
role_3d0be709,nm3080123,tt0477051
role_7704aa0c,nm2369350,tt0477051
role_e11ee2f3,nm2444107,tt0477051
role_39183002,nm0326059,tt0477051
role_2e08ef4e,nm10846339,tt0477051
role_76513121,nm4058090,tt0477051
role_145c932a,nm0443248,tt0477051
role_8ebc24a3,nm0446845,tt0477051
role_6875d5dc,nm10493322,tt0477051
role_6c927c3c,nm2577262,tt0477051
role_373b7c34,nm1800846,tt0477051
role_3c273b29,nm1800847,tt0477051
role_2d82c295,nm8660266,tt0477051
role_c9873a3f,nm10691679,tt0477051
role_da39b7ca,nm2946188,tt0477051
role_2dea5973,nm10596264,tt0477051
role_d1448169,nm5007473,tt0477051
role_9d0e628b,nm2537914,tt0477051
role_a434da03,nm0941125,tt0477051
role_e7f3f693,nm0000345,tt0098635
role_54c85489,nm0000212,tt0098635
role_69b2a201,nm0000402,tt0098635
role_a0089aed,nm0456124,tt0098635
role_83f0dc5c,nm0285885,tt0098635
role_eba14e7a,nm0675484,tt0098635
role_172360bf,nm0629264,tt0098635
role_9c5e5039,nm0658252,tt0098635
role_f35b3052,nm0079612,tt0098635
role_17012400,nm0120968,tt0098635
role_b0729437,nm0900341,tt0098635
role_bd02ebb1,nm0468772,tt0098635
role_f3580836,nm0402512,tt0098635
role_9da7feb2,nm0740332,tt0098635
role_185a7217,nm0527744,tt0098635
role_fe3b407d,nm0718021,tt0098635
role_5f9d622f,nm0373600,tt0098635
role_52f89135,nm0482839,tt0098635
role_46109e0d,nm0441917,tt0098635
role_142a7453,nm0717995,tt0098635
role_28d5e101,nm0033571,tt0098635
role_277e706f,nm0206540,tt0098635
role_6df8e298,nm0819365,tt0098635
role_0e5fd922,nm0768145,tt0098635
role_91079735,nm0240791,tt0098635
role_9ea4e2a4,nm0820096,tt0098635
role_26c9eceb,nm0160678,tt0098635
role_81674ddc,nm0151589,tt0098635
role_ac653161,nm0379468,tt0098635
role_e84f8218,nm0942776,tt0098635
role_f8f80ce1,nm0744112,tt0098635
role_e656c873,nm0362620,tt0098635
role_2a6da9db,nm0659025,tt0098635
role_e5c84fe5,nm0161237,tt0098635
role_5e7e54a6,nm0011917,tt0098635
role_40210398,nm0000006,tt0098635
role_114abaf5,nm0229362,tt0098635
role_d4d03492,nm7055569,tt0098635
role_d00f1051,nm1361403,tt0098635
role_78f44111,nm0321680,tt0098635
role_7336967b,nm3377594,tt0098635
role_56aa3584,nm0416852,tt0098635
role_15ffcadb,nm0601885,tt0098635
role_3d7b533f,nm3554323,tt0098635
role_92112a95,nm0001647,tt0098635
role_039f02c0,nm0792502,tt0098635
role_a7b9846b,nm0816834,tt0098635
role_c17b2872,nm0818285,tt0098635
role_734c90c8,nm0859899,tt0098635
role_467f4fdc,nm5730418,tt0098635
role_e5f8b451,nm1131087,tt0098635
